dataset,fold,metric,k,vote,retention,n_train,n_test,fit_time_s,predict_time_s,total_time_s,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,confusion_matrix_json
adult,3,cosine,5,modified_plurality,never_retain,43958,4884,0.005378100002417341,81.23350020000362,81.23887830000604,0.8282145782145782,0.7656114166327934,0.7485641505817126,0.7563089773106195,0.8234478400230717,0.8282145782145782,0.8253687101049227,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3349, 367], [472, 696]]}"
adult,3,cosine,7,modified_plurality,never_retain,43958,4884,0.00516849999257829,81.31458500000008,81.31975349999266,0.8378378378378378,0.7800456795200182,0.7604652041523512,0.7693040441070347,0.8330912196474693,0.8378378378378378,0.8349028819831001,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3377, 339], [453, 715]]}"
adult,4,cosine,3,modified_plurality,never_retain,43957,4885,0.0049795999948401,80.59529219999968,80.60027179999452,0.818014329580348,0.7504137577838785,0.7390777034275291,0.7443679167965842,0.8142545647418347,0.818014329580348,0.8159077388256636,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3309, 407], [482, 687]]}"
adult,4,cosine,5,modified_plurality,never_retain,43957,4885,0.005075799999758601,80.4094511000003,80.41452690000006,0.826202661207779,0.7632334032584506,0.7429940211841426,0.7520058580544751,0.8205743757278603,0.826202661207779,0.8227316281261311,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3354, 362], [487, 682]]}"
adult,4,cosine,7,modified_plurality,never_retain,43957,4885,0.005271100002573803,80.37818249998963,80.38345359999221,0.837871033776868,0.7817460317460317,0.754767836309543,0.7664798950061276,0.8318162174456953,0.837871033776868,0.833800602317892,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3397, 319], [473, 696]]}"
adult,5,cosine,3,modified_plurality,never_retain,43958,4884,0.005311800006893463,81.27080830000341,81.2761201000103,0.8128583128583129,0.7433126226783175,0.7237962089151688,0.7324039676360521,0.8064188971009059,0.8128583128583129,0.8089527621193682,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3324, 392], [522, 646]]}"
adult,5,cosine,5,modified_plurality,never_retain,43958,4884,0.005212999996729195,81.06931170000462,81.07452470000135,0.8200245700245701,0.754075404490532,0.733202036362564,0.7424028220845276,0.8137905693024471,0.8200245700245701,0.8161738827899465,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3343, 373], [506, 662]]}"
adult,5,cosine,7,modified_plurality,never_retain,43958,4884,0.004967700006091036,81.04920139999012,81.05416909999622,0.8276003276003276,0.7661602866533427,0.7399416812893522,0.7512356769273766,0.8208213286690261,0.8276003276003276,0.8231414899039765,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3374, 342], [500, 668]]}"
adult,6,cosine,3,modified_plurality,never_retain,43958,4884,0.004965400003129616,80.26919649999763,80.27416190000076,0.8147010647010647,0.74580147350585,0.7322195063823516,0.7384555110399382,0.8101043910949324,0.8147010647010647,0.8120699136266762,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3308, 407], [498, 671]]}"
adult,6,cosine,5,modified_plurality,never_retain,43958,4884,0.005078800008050166,80.73760690000199,80.74268570001004,0.8181818181818182,0.751603498542274,0.729817504003721,0.7393456042060573,0.8115852401566688,0.8181818181818182,0.8140727079969312,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3341, 374], [514, 655]]}"
adult,6,cosine,7,modified_plurality,never_retain,43958,4884,0.005307400002493523,80.73790189999272,80.74320929999521,0.825962325962326,0.7629370048098392,0.7425531939389822,0.7516194930773671,0.8202859925347253,0.825962325962326,0.8224566384834694,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3353, 362], [488, 681]]}"
adult,7,cosine,3,modified_plurality,never_retain,43958,4884,0.005169299998669885,81.03181879999465,81.03698809999332,0.8134725634725635,0.7449265133498095,0.7180357616821741,0.7293388958889578,0.8051940550036318,0.8134725634725635,0.8080655154273446,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3348, 368], [543, 625]]}"
adult,7,cosine,5,modified_plurality,never_retain,43958,4884,0.005570100009208545,80.90717429999495,80.91274440000416,0.823914823914824,0.7615278052641995,0.7301814994765324,0.7432115744804061,0.8158181479970517,0.823914823914824,0.8183145253784692,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3381, 335], [525, 643]]}"
adult,7,cosine,7,modified_plurality,never_retain,43958,4884,0.005156400002306327,80.98141779999423,80.98657419999654,0.8298525798525799,0.7702835667423455,0.7402476517687306,0.7529434043970868,0.8225860634359627,0.8298525798525799,0.824857011391801,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3389, 327], [504, 664]]}"
adult,8,cosine,3,modified_plurality,never_retain,43958,4884,0.005032600005506538,80.45233179999923,80.45736440000474,0.819000819000819,0.752127575590116,0.7354645590338705,0.7429951092676284,0.8137748347111259,0.819000819000819,0.8159102253821501,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3328, 388], [496, 672]]}"
adult,8,cosine,5,modified_plurality,never_retain,43958,4884,0.005105899996124208,80.45093410000845,80.45604000000458,0.8241195741195741,0.7605562757550919,0.7367736887506082,0.7471219403522429,0.8175440604956622,0.8241195741195741,0.8199197031868106,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3360, 356], [503, 665]]}"
adult,8,cosine,7,modified_plurality,never_retain,43958,4884,0.005012499997974373,80.3315591999999,80.33657169999788,0.8255528255528255,0.7625864384479429,0.7394767351843933,0.7495890441295234,0.8192383997273359,0.8255528255528255,0.8215428415520415,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3361, 355], [497, 671]]}"
adult,9,cosine,3,modified_plurality,never_retain,43957,4885,0.00511749999714084,80.98167549999198,80.98679299998912,0.8176049129989764,0.7498113501626096,0.7418975969447033,0.745668377253417,0.8148941933985786,0.8176049129989764,0.8161373855184089,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3296, 419], [472, 698]]}"
adult,9,cosine,5,modified_plurality,never_retain,43957,4885,0.005197500009671785,81.44798820000142,81.45318570001109,0.8196519959058342,0.7529891065071639,0.7406086436369075,0.7463548961007402,0.815662565509608,0.8196519959058342,0.8173911181129124,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3315, 400], [481, 689]]}"
adult,9,cosine,7,modified_plurality,never_retain,43957,4885,0.005231100003584288,81.0826839999936,81.08791509999719,0.826202661207779,0.7626298069922277,0.7481358778801579,0.7548074816924351,0.8219598084511854,0.826202661207779,0.8237379566038727,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3336, 379], [470, 700]]}"
