config_id,kernel,c,gamma,degree,fold_id,num_folds,n_train,n_test,fit_time_s,predict_time_s,total_time_s,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,confusion_matrix_json
svm-poly-c1-g0.1-d2,poly,1,0.1,2,7,10,43958,4884,527.8154373168945,0.7409849166870117,528.5564222335815,0.8482800982800983,0.8106820569588762,0.7438451088959995,0.7679999912816752,0.8406382199627768,0.8482800982800983,0.8391986382124033,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3508, 208], [533, 635]]}"
svm-poly-c1-g0.1-d2,poly,1,0.1,2,8,10,43958,4884,519.583892583847,0.8852131366729736,520.46910572052,0.8435708435708436,0.8041390157486423,0.7348798052110828,0.7592871230103999,0.8352257413956005,0.8435708435708436,0.8335967839059053,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3505, 211], [553, 615]]}"
svm-poly-c1-g0.1-d2,poly,1,0.1,2,9,10,43957,4885,512.5468764305115,0.7322838306427002,513.2791602611542,0.8464687819856704,0.8088787918073341,0.7400886910308175,0.7645868448526588,0.8386165987715448,0.8464687819856704,0.8369192051454442,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3508, 207], [543, 627]]}"
svm-poly-c1-g0.01-d3,poly,1,0.01,3,0,10,43958,4884,155.9201865196228,0.8679099082946777,156.78809642791748,0.8531941031941032,0.817652804105599,0.7531254353435026,0.7769881618967152,0.8462520921837695,0.8531941031941032,0.8449462447489567,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3511, 204], [513, 656]]}"
svm-poly-c1-g0.01-d3,poly,1,0.01,3,1,10,43959,4883,155.02911949157715,0.8804013729095459,155.9095208644867,0.8433340159737867,0.8013018356089008,0.7382594857943545,0.7611758259104661,0.8349566496263053,0.8433340159737867,0.8342403894898228,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3491, 224], [541, 627]]}"
svm-poly-c1-g0.01-d3,poly,1,0.01,3,2,10,43957,4885,157.64204931259155,0.7121684551239014,158.35421776771545,0.8509723643807574,0.8122155817296952,0.7527107706111744,0.7751275778619529,0.8437387558578362,0.8509723643807574,0.8431659922751915,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3497, 218], [510, 660]]}"
svm-poly-c1-g0.01-d3,poly,1,0.01,3,3,10,43958,4884,154.0163893699646,0.8678462505340576,154.88423562049866,0.8503276003276004,0.8123832388851213,0.7493000464485307,0.7726336769128296,0.8429595301423752,0.8503276003276004,0.8419731223982361,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3504, 212], [519, 649]]}"
svm-poly-c1-g0.01-d3,poly,1,0.01,3,4,10,43957,4885,156.32171726226807,0.8682980537414551,157.19001531600952,0.8454452405322416,0.8027977290821678,0.7447950093968606,0.7665361090670275,0.8374683998971495,0.8454452405322416,0.8373042632367107,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3485, 231], [524, 645]]}"
svm-poly-c1-g0.01-d3,poly,1,0.01,3,5,10,43958,4884,153.98711347579956,0.873363733291626,154.8604772090912,0.8474610974610974,0.8103005704873902,0.7412521934028341,0.7658837634099134,0.8397241325535824,0.8474610974610974,0.8379819414058957,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3511, 205], [540, 628]]}"
svm-poly-c1-g0.01-d3,poly,1,0.01,3,6,10,43958,4884,155.32060647010803,0.8604590892791748,156.1810655593872,0.8415233415233415,0.7959265934646538,0.7398844303317993,0.7609056225712435,0.8330632922994008,0.8415233415233415,0.8332796396558844,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3473, 242], [532, 637]]}"
svm-poly-c1-g0.01-d3,poly,1,0.01,3,7,10,43958,4884,162.10786128044128,0.8754150867462158,162.9832763671875,0.8474610974610974,0.808035166098418,0.744481011398322,0.7677719779667458,0.8396852206390945,0.8474610974610974,0.8387429239547248,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3500, 216], [529, 639]]}"
svm-poly-c1-g0.01-d3,poly,1,0.01,3,8,10,43958,4884,141.35436415672302,0.8355028629302979,142.18986701965332,0.845004095004095,0.8051465473861106,0.7390504961882713,0.762815750311894,0.8368632967086042,0.845004095004095,0.8356560641469298,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3501, 215], [542, 626]]}"
svm-poly-c1-g0.01-d3,poly,1,0.01,3,9,10,43957,4885,154.8487513065338,0.8025386333465576,155.65128993988037,0.8466734902763562,0.8072918120452557,0.7431508897861523,0.7665375993296657,0.8388194531582317,0.8466734902763562,0.8377975023552868,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3499, 216], [533, 637]]}"
